// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Projects\benchmarks\bin\Release\net6.0\bd35de55-2da1-42f0-9c25-d02d12690d69
// command took 2.75s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Projects\benchmarks\bin\Release\net6.0\bd35de55-2da1-42f0-9c25-d02d12690d69
// command took 6.42s and exited with 0
// ***** Done, took 00:00:09 (9.41 sec)   *****
// Found 5 benchmarks:
//   MonitorCompare.ManualMethod: DefaultJob
//   MonitorCompare.TryFinallyMethod: DefaultJob
//   MonitorCompare.DeferMethod: DefaultJob
//   MonitorCompare.UsingMethod: DefaultJob
//   MonitorCompare.Using2Method: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual  16: 131072 op, 681600.00 ns, 5.2002 ns/op
OverheadActual  17: 131072 op, 680400.00 ns, 5.1910 ns/op
OverheadActual  18: 131072 op, 325400.00 ns, 2.4826 ns/op
OverheadActual  19: 131072 op, 874800.00 ns, 6.6742 ns/op
OverheadActual  20: 131072 op, 857100.00 ns, 6.5392 ns/op

WorkloadWarmup   1: 131072 op, 764881600.00 ns, 5.8356 us/op
WorkloadWarmup   2: 131072 op, 731203200.00 ns, 5.5786 us/op
WorkloadWarmup   3: 131072 op, 720351100.00 ns, 5.4958 us/op
WorkloadWarmup   4: 131072 op, 812024200.00 ns, 6.1953 us/op
WorkloadWarmup   5: 131072 op, 804460500.00 ns, 6.1375 us/op
WorkloadWarmup   6: 131072 op, 707044500.00 ns, 5.3943 us/op
WorkloadWarmup   7: 131072 op, 680926900.00 ns, 5.1951 us/op
WorkloadWarmup   8: 131072 op, 695917000.00 ns, 5.3094 us/op
WorkloadWarmup   9: 131072 op, 678631600.00 ns, 5.1775 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 765871400.00 ns, 5.8431 us/op
WorkloadActual   2: 131072 op, 746916300.00 ns, 5.6985 us/op
WorkloadActual   3: 131072 op, 706546400.00 ns, 5.3905 us/op
WorkloadActual   4: 131072 op, 703738600.00 ns, 5.3691 us/op
WorkloadActual   5: 131072 op, 709516200.00 ns, 5.4132 us/op
WorkloadActual   6: 131072 op, 703374100.00 ns, 5.3663 us/op
WorkloadActual   7: 131072 op, 746787800.00 ns, 5.6975 us/op
WorkloadActual   8: 131072 op, 821018700.00 ns, 6.2639 us/op
WorkloadActual   9: 131072 op, 690058800.00 ns, 5.2647 us/op
WorkloadActual  10: 131072 op, 799680100.00 ns, 6.1011 us/op
WorkloadActual  11: 131072 op, 714972800.00 ns, 5.4548 us/op
WorkloadActual  12: 131072 op, 729279300.00 ns, 5.5640 us/op
WorkloadActual  13: 131072 op, 707580200.00 ns, 5.3984 us/op
WorkloadActual  14: 131072 op, 716419800.00 ns, 5.4658 us/op
WorkloadActual  15: 131072 op, 887895100.00 ns, 6.7741 us/op
WorkloadActual  16: 131072 op, 734489200.00 ns, 5.6037 us/op
WorkloadActual  17: 131072 op, 725492300.00 ns, 5.5351 us/op
WorkloadActual  18: 131072 op, 726436800.00 ns, 5.5423 us/op
WorkloadActual  19: 131072 op, 731592600.00 ns, 5.5816 us/op
WorkloadActual  20: 131072 op, 737663400.00 ns, 5.6279 us/op
WorkloadActual  21: 131072 op, 764992600.00 ns, 5.8364 us/op
WorkloadActual  22: 131072 op, 717131300.00 ns, 5.4713 us/op
WorkloadActual  23: 131072 op, 773874800.00 ns, 5.9042 us/op
WorkloadActual  24: 131072 op, 747077800.00 ns, 5.6998 us/op
WorkloadActual  25: 131072 op, 730024200.00 ns, 5.5696 us/op
WorkloadActual  26: 131072 op, 728162800.00 ns, 5.5554 us/op
WorkloadActual  27: 131072 op, 710528200.00 ns, 5.4209 us/op
WorkloadActual  28: 131072 op, 735513000.00 ns, 5.6115 us/op
WorkloadActual  29: 131072 op, 749324400.00 ns, 5.7169 us/op
WorkloadActual  30: 131072 op, 777053200.00 ns, 5.9284 us/op
WorkloadActual  31: 131072 op, 739951100.00 ns, 5.6454 us/op
WorkloadActual  32: 131072 op, 772902000.00 ns, 5.8968 us/op
WorkloadActual  33: 131072 op, 720898200.00 ns, 5.5000 us/op
WorkloadActual  34: 131072 op, 818281300.00 ns, 6.2430 us/op
WorkloadActual  35: 131072 op, 765253800.00 ns, 5.8384 us/op
WorkloadActual  36: 131072 op, 686983000.00 ns, 5.2413 us/op
WorkloadActual  37: 131072 op, 708510200.00 ns, 5.4055 us/op
WorkloadActual  38: 131072 op, 697795800.00 ns, 5.3238 us/op
WorkloadActual  39: 131072 op, 753094100.00 ns, 5.7457 us/op
WorkloadActual  40: 131072 op, 691070400.00 ns, 5.2724 us/op
WorkloadActual  41: 131072 op, 697831100.00 ns, 5.3240 us/op
WorkloadActual  42: 131072 op, 733793200.00 ns, 5.5984 us/op
WorkloadActual  43: 131072 op, 736715500.00 ns, 5.6207 us/op
WorkloadActual  44: 131072 op, 719190200.00 ns, 5.4870 us/op
WorkloadActual  45: 131072 op, 695972200.00 ns, 5.3098 us/op
WorkloadActual  46: 131072 op, 796865300.00 ns, 6.0796 us/op
WorkloadActual  47: 131072 op, 733890100.00 ns, 5.5991 us/op
WorkloadActual  48: 131072 op, 728748100.00 ns, 5.5599 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 765137600.00 ns, 5.8375 us/op
WorkloadResult   2: 131072 op, 746182500.00 ns, 5.6929 us/op
WorkloadResult   3: 131072 op, 705812600.00 ns, 5.3849 us/op
WorkloadResult   4: 131072 op, 703004800.00 ns, 5.3635 us/op
WorkloadResult   5: 131072 op, 708782400.00 ns, 5.4076 us/op
WorkloadResult   6: 131072 op, 702640300.00 ns, 5.3607 us/op
WorkloadResult   7: 131072 op, 746054000.00 ns, 5.6919 us/op
WorkloadResult   8: 131072 op, 689325000.00 ns, 5.2591 us/op
WorkloadResult   9: 131072 op, 798946300.00 ns, 6.0955 us/op
WorkloadResult  10: 131072 op, 714239000.00 ns, 5.4492 us/op
WorkloadResult  11: 131072 op, 728545500.00 ns, 5.5584 us/op
WorkloadResult  12: 131072 op, 706846400.00 ns, 5.3928 us/op
WorkloadResult  13: 131072 op, 715686000.00 ns, 5.4603 us/op
WorkloadResult  14: 131072 op, 733755400.00 ns, 5.5981 us/op
WorkloadResult  15: 131072 op, 724758500.00 ns, 5.5295 us/op
WorkloadResult  16: 131072 op, 725703000.00 ns, 5.5367 us/op
WorkloadResult  17: 131072 op, 730858800.00 ns, 5.5760 us/op
WorkloadResult  18: 131072 op, 736929600.00 ns, 5.6223 us/op
WorkloadResult  19: 131072 op, 764258800.00 ns, 5.8308 us/op
WorkloadResult  20: 131072 op, 716397500.00 ns, 5.4657 us/op
WorkloadResult  21: 131072 op, 773141000.00 ns, 5.8986 us/op
WorkloadResult  22: 131072 op, 746344000.00 ns, 5.6942 us/op
WorkloadResult  23: 131072 op, 729290400.00 ns, 5.5640 us/op
WorkloadResult  24: 131072 op, 727429000.00 ns, 5.5498 us/op
WorkloadResult  25: 131072 op, 709794400.00 ns, 5.4153 us/op
WorkloadResult  26: 131072 op, 734779200.00 ns, 5.6059 us/op
WorkloadResult  27: 131072 op, 748590600.00 ns, 5.7113 us/op
WorkloadResult  28: 131072 op, 776319400.00 ns, 5.9228 us/op
WorkloadResult  29: 131072 op, 739217300.00 ns, 5.6398 us/op
WorkloadResult  30: 131072 op, 772168200.00 ns, 5.8912 us/op
WorkloadResult  31: 131072 op, 720164400.00 ns, 5.4944 us/op
WorkloadResult  32: 131072 op, 764520000.00 ns, 5.8328 us/op
WorkloadResult  33: 131072 op, 686249200.00 ns, 5.2357 us/op
WorkloadResult  34: 131072 op, 707776400.00 ns, 5.3999 us/op
WorkloadResult  35: 131072 op, 697062000.00 ns, 5.3182 us/op
WorkloadResult  36: 131072 op, 752360300.00 ns, 5.7401 us/op
WorkloadResult  37: 131072 op, 690336600.00 ns, 5.2669 us/op
WorkloadResult  38: 131072 op, 697097300.00 ns, 5.3184 us/op
WorkloadResult  39: 131072 op, 733059400.00 ns, 5.5928 us/op
WorkloadResult  40: 131072 op, 735981700.00 ns, 5.6151 us/op
WorkloadResult  41: 131072 op, 718456400.00 ns, 5.4814 us/op
WorkloadResult  42: 131072 op, 695238400.00 ns, 5.3042 us/op
WorkloadResult  43: 131072 op, 796131500.00 ns, 6.0740 us/op
WorkloadResult  44: 131072 op, 733156300.00 ns, 5.5935 us/op
WorkloadResult  45: 131072 op, 728014300.00 ns, 5.5543 us/op
GC:  1 0 0 5243360 131072
Threading:  0 0 131072

// AfterAll
// Benchmark Process 21740 has exited with code 0.

Mean = 5.574 μs, StdErr = 0.031 μs (0.57%), N = 45, StdDev = 0.211 μs
Min = 5.236 μs, Q1 = 5.408 μs, Median = 5.558 μs, Q3 = 5.693 μs, Max = 6.095 μs
IQR = 0.285 μs, LowerFence = 4.980 μs, UpperFence = 6.121 μs
ConfidenceInterval = [5.463 μs; 5.685 μs] (CI 99.9%), Margin = 0.111 μs (1.99% of Mean)
Skewness = 0.56, Kurtosis = 2.71, MValue = 2

// ** Remained 4 (80.0%) benchmark(s) to run. Estimated finish 2022-10-16 16:27 (0h 3m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: MonitorCompare.TryFinallyMethod: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet bd35de55-2da1-42f0-9c25-d02d12690d69.dll --benchmarkName MonitorCompare.TryFinallyMethod --job Default --benchmarkId 1 in D:\Projects\benchmarks\bin\Release\net6.0\bd35de55-2da1-42f0-9c25-d02d12690d69\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.10 (6.0.1022.47605), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 707600.00 ns, 707.6000 us/op
WorkloadJitting  1: 1 op, 1805900.00 ns, 1.8059 ms/op

OverheadJitting  2: 16 op, 690900.00 ns, 43.1812 us/op
WorkloadJitting  2: 16 op, 714000.00 ns, 44.6250 us/op

WorkloadPilot    1: 16 op, 227400.00 ns, 14.2125 us/op
WorkloadPilot    2: 32 op, 440100.00 ns, 13.7531 us/op
WorkloadPilot    3: 64 op, 840100.00 ns, 13.1266 us/op
WorkloadPilot    4: 128 op, 1650000.00 ns, 12.8906 us/op
WorkloadPilot    5: 256 op, 3611800.00 ns, 14.1086 us/op
WorkloadPilot    6: 512 op, 6218000.00 ns, 12.1445 us/op
WorkloadPilot    7: 1024 op, 9931100.00 ns, 9.6983 us/op
WorkloadPilot    8: 2048 op, 23963800.00 ns, 11.7011 us/op
WorkloadPilot    9: 4096 op, 42131800.00 ns, 10.2861 us/op
WorkloadPilot   10: 8192 op, 78083300.00 ns, 9.5317 us/op
WorkloadPilot   11: 16384 op, 176215500.00 ns, 10.7553 us/op
WorkloadPilot   12: 32768 op, 227974600.00 ns, 6.9572 us/op
WorkloadPilot   13: 65536 op, 385962500.00 ns, 5.8893 us/op
WorkloadPilot   14: 131072 op, 764010400.00 ns, 5.8289 us/op

OverheadWarmup   1: 131072 op, 364000.00 ns, 2.7771 ns/op
OverheadWarmup   2: 131072 op, 689800.00 ns, 5.2628 ns/op
OverheadWarmup   3: 131072 op, 646500.00 ns, 4.9324 ns/op
OverheadWarmup   4: 131072 op, 616900.00 ns, 4.7066 ns/op
OverheadWarmup   5: 131072 op, 688800.00 ns, 5.2551 ns/op
OverheadWarmup   6: 131072 op, 867200.00 ns, 6.6162 ns/op
OverheadWarmup   7: 131072 op, 690800.00 ns, 5.2704 ns/op

OverheadActual   1: 131072 op, 672900.00 ns, 5.1338 ns/op
OverheadActual   2: 131072 op, 467900.00 ns, 3.5698 ns/op
OverheadActual   3: 131072 op, 681000.00 ns, 5.1956 ns/op
OverheadActual   4: 131072 op, 615000.00 ns, 4.6921 ns/op
OverheadActual   5: 131072 op, 500800.00 ns, 3.8208 ns/op
OverheadActual   6: 131072 op, 668300.00 ns, 5.0987 ns/op
OverheadActual   7: 131072 op, 853200.00 ns, 6.5094 ns/op
OverheadActual   8: 131072 op, 895800.00 ns, 6.8344 ns/op
OverheadActual   9: 131072 op, 662300.00 ns, 5.0529 ns/op
OverheadActual  10: 131072 op, 674500.00 ns, 5.1460 ns/op
OverheadActual  11: 131072 op, 611000.00 ns, 4.6616 ns/op
OverheadActual  12: 131072 op, 639800.00 ns, 4.8813 ns/op
OverheadActual  13: 131072 op, 610300.00 ns, 4.6562 ns/op
OverheadActual  14: 131072 op, 889800.00 ns, 6.7886 ns/op
OverheadActual  15: 131072 op, 1232500.00 ns, 9.4032 ns/op
OverheadActual  16: 131072 op, 735400.00 ns, 5.6107 ns/op
OverheadActual  17: 131072 op, 584000.00 ns, 4.4556 ns/op
OverheadActual  18: 131072 op, 1061800.00 ns, 8.1009 ns/op
OverheadActual  19: 131072 op, 579800.00 ns, 4.4235 ns/op
OverheadActual  20: 131072 op, 785500.00 ns, 5.9929 ns/op

WorkloadWarmup   1: 131072 op, 813211900.00 ns, 6.2043 us/op
WorkloadWarmup   2: 131072 op, 764006000.00 ns, 5.8289 us/op
WorkloadWarmup   3: 131072 op, 771830600.00 ns, 5.8886 us/op
WorkloadWarmup   4: 131072 op, 774013000.00 ns, 5.9053 us/op
WorkloadWarmup   5: 131072 op, 860113300.00 ns, 6.5621 us/op
WorkloadWarmup   6: 131072 op, 813350700.00 ns, 6.2054 us/op
WorkloadWarmup   7: 131072 op, 797543900.00 ns, 6.0848 us/op
WorkloadWarmup   8: 131072 op, 760812400.00 ns, 5.8045 us/op
WorkloadWarmup   9: 131072 op, 832252500.00 ns, 6.3496 us/op
WorkloadWarmup  10: 131072 op, 1013541300.00 ns, 7.7327 us/op
WorkloadWarmup  11: 131072 op, 773220000.00 ns, 5.8992 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 771447000.00 ns, 5.8857 us/op
WorkloadActual   2: 131072 op, 790533800.00 ns, 6.0313 us/op
WorkloadActual   3: 131072 op, 774057900.00 ns, 5.9056 us/op
WorkloadActual   4: 131072 op, 779781500.00 ns, 5.9493 us/op
WorkloadActual   5: 131072 op, 836766300.00 ns, 6.3840 us/op
WorkloadActual   6: 131072 op, 805559100.00 ns, 6.1459 us/op
WorkloadActual   7: 131072 op, 838236700.00 ns, 6.3952 us/op
WorkloadActual   8: 131072 op, 1060051500.00 ns, 8.0876 us/op
WorkloadActual   9: 131072 op, 1255479400.00 ns, 9.5785 us/op
WorkloadActual  10: 131072 op, 775726700.00 ns, 5.9183 us/op
WorkloadActual  11: 131072 op, 779443000.00 ns, 5.9467 us/op
WorkloadActual  12: 131072 op, 808864900.00 ns, 6.1711 us/op
WorkloadActual  13: 131072 op, 778505800.00 ns, 5.9395 us/op
WorkloadActual  14: 131072 op, 808513100.00 ns, 6.1685 us/op
WorkloadActual  15: 131072 op, 757788300.00 ns, 5.7815 us/op
WorkloadActual  16: 131072 op, 772144600.00 ns, 5.8910 us/op
WorkloadActual  17: 131072 op, 859211500.00 ns, 6.5553 us/op
WorkloadActual  18: 131072 op, 805999900.00 ns, 6.1493 us/op
WorkloadActual  19: 131072 op, 787069400.00 ns, 6.0049 us/op
WorkloadActual  20: 131072 op, 771590500.00 ns, 5.8868 us/op
WorkloadActual  21: 131072 op, 813723500.00 ns, 6.2082 us/op
WorkloadActual  22: 131072 op, 808993000.00 ns, 6.1721 us/op
WorkloadActual  23: 131072 op, 795238700.00 ns, 6.0672 us/op
WorkloadActual  24: 131072 op, 813039800.00 ns, 6.2030 us/op
WorkloadActual  25: 131072 op, 797057000.00 ns, 6.0811 us/op
WorkloadActual  26: 131072 op, 800041700.00 ns, 6.1038 us/op
WorkloadActual  27: 131072 op, 747361900.00 ns, 5.7019 us/op
WorkloadActual  28: 131072 op, 797854600.00 ns, 6.0871 us/op
WorkloadActual  29: 131072 op, 790755900.00 ns, 6.0330 us/op
WorkloadActual  30: 131072 op, 793562600.00 ns, 6.0544 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 770776400.00 ns, 5.8806 us/op
WorkloadResult   2: 131072 op, 789863200.00 ns, 6.0262 us/op
WorkloadResult   3: 131072 op, 773387300.00 ns, 5.9005 us/op
WorkloadResult   4: 131072 op, 779110900.00 ns, 5.9441 us/op
WorkloadResult   5: 131072 op, 836095700.00 ns, 6.3789 us/op
WorkloadResult   6: 131072 op, 804888500.00 ns, 6.1408 us/op
WorkloadResult   7: 131072 op, 837566100.00 ns, 6.3901 us/op
WorkloadResult   8: 131072 op, 775056100.00 ns, 5.9132 us/op
WorkloadResult   9: 131072 op, 778772400.00 ns, 5.9416 us/op
WorkloadResult  10: 131072 op, 808194300.00 ns, 6.1660 us/op
WorkloadResult  11: 131072 op, 777835200.00 ns, 5.9344 us/op
WorkloadResult  12: 131072 op, 807842500.00 ns, 6.1633 us/op
WorkloadResult  13: 131072 op, 757117700.00 ns, 5.7763 us/op
WorkloadResult  14: 131072 op, 771474000.00 ns, 5.8859 us/op
WorkloadResult  15: 131072 op, 805329300.00 ns, 6.1442 us/op
WorkloadResult  16: 131072 op, 786398800.00 ns, 5.9997 us/op
WorkloadResult  17: 131072 op, 770919900.00 ns, 5.8817 us/op
WorkloadResult  18: 131072 op, 813052900.00 ns, 6.2031 us/op
WorkloadResult  19: 131072 op, 808322400.00 ns, 6.1670 us/op
WorkloadResult  20: 131072 op, 794568100.00 ns, 6.0621 us/op
WorkloadResult  21: 131072 op, 812369200.00 ns, 6.1979 us/op
WorkloadResult  22: 131072 op, 796386400.00 ns, 6.0759 us/op
WorkloadResult  23: 131072 op, 799371100.00 ns, 6.0987 us/op
WorkloadResult  24: 131072 op, 746691300.00 ns, 5.6968 us/op
WorkloadResult  25: 131072 op, 797184000.00 ns, 6.0820 us/op
WorkloadResult  26: 131072 op, 790085300.00 ns, 6.0279 us/op
WorkloadResult  27: 131072 op, 792892000.00 ns, 6.0493 us/op
GC:  1 0 0 5243672 131072
Threading:  0 0 131072

// AfterAll
// Benchmark Process 24832 has exited with code 0.

Mean = 6.042 μs, StdErr = 0.031 μs (0.52%), N = 27, StdDev = 0.163 μs
Min = 5.697 μs, Q1 = 5.924 μs, Median = 6.049 μs, Q3 = 6.154 μs, Max = 6.390 μs
IQR = 0.230 μs, LowerFence = 5.579 μs, UpperFence = 6.499 μs
ConfidenceInterval = [5.925 μs; 6.158 μs] (CI 99.9%), Margin = 0.116 μs (1.93% of Mean)
Skewness = 0.14, Kurtosis = 2.7, MValue = 2

// ** Remained 3 (60.0%) benchmark(s) to run. Estimated finish 2022-10-16 16:26 (0h 2m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: MonitorCompare.DeferMethod: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet bd35de55-2da1-42f0-9c25-d02d12690d69.dll --benchmarkName MonitorCompare.DeferMethod --job Default --benchmarkId 2 in D:\Projects\benchmarks\bin\Release\net6.0\bd35de55-2da1-42f0-9c25-d02d12690d69\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.10 (6.0.1022.47605), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 358900.00 ns, 358.9000 us/op
WorkloadJitting  1: 1 op, 1075900.00 ns, 1.0759 ms/op

OverheadJitting  2: 16 op, 712800.00 ns, 44.5500 us/op
WorkloadJitting  2: 16 op, 699200.00 ns, 43.7000 us/op

WorkloadPilot    1: 16 op, 232700.00 ns, 14.5437 us/op
WorkloadPilot    2: 32 op, 429200.00 ns, 13.4125 us/op
WorkloadPilot    3: 64 op, 740100.00 ns, 11.5641 us/op
WorkloadPilot    4: 128 op, 1562900.00 ns, 12.2102 us/op
WorkloadPilot    5: 256 op, 3715500.00 ns, 14.5137 us/op
WorkloadPilot    6: 512 op, 6697300.00 ns, 13.0807 us/op
WorkloadPilot    7: 1024 op, 13258000.00 ns, 12.9473 us/op
WorkloadPilot    8: 2048 op, 26583500.00 ns, 12.9802 us/op
WorkloadPilot    9: 4096 op, 50072200.00 ns, 12.2247 us/op
WorkloadPilot   10: 8192 op, 95566300.00 ns, 11.6658 us/op
WorkloadPilot   11: 16384 op, 134287500.00 ns, 8.1963 us/op
WorkloadPilot   12: 32768 op, 243267700.00 ns, 7.4239 us/op
WorkloadPilot   13: 65536 op, 395545900.00 ns, 6.0356 us/op
WorkloadPilot   14: 131072 op, 784295800.00 ns, 5.9837 us/op

OverheadWarmup   1: 131072 op, 740600.00 ns, 5.6503 ns/op
OverheadWarmup   2: 131072 op, 496100.00 ns, 3.7849 ns/op
OverheadWarmup   3: 131072 op, 971300.00 ns, 7.4104 ns/op
OverheadWarmup   4: 131072 op, 967900.00 ns, 7.3845 ns/op
OverheadWarmup   5: 131072 op, 642800.00 ns, 4.9042 ns/op
OverheadWarmup   6: 131072 op, 628100.00 ns, 4.7920 ns/op
OverheadWarmup   7: 131072 op, 734400.00 ns, 5.6030 ns/op
OverheadWarmup   8: 131072 op, 648000.00 ns, 4.9438 ns/op

OverheadActual   1: 131072 op, 1069600.00 ns, 8.1604 ns/op
OverheadActual   2: 131072 op, 577600.00 ns, 4.4067 ns/op
OverheadActual   3: 131072 op, 439000.00 ns, 3.3493 ns/op
OverheadActual   4: 131072 op, 519600.00 ns, 3.9642 ns/op
OverheadActual   5: 131072 op, 442800.00 ns, 3.3783 ns/op
OverheadActual   6: 131072 op, 799200.00 ns, 6.0974 ns/op
OverheadActual   7: 131072 op, 768600.00 ns, 5.8640 ns/op
OverheadActual   8: 131072 op, 1034100.00 ns, 7.8896 ns/op
OverheadActual   9: 131072 op, 629200.00 ns, 4.8004 ns/op
OverheadActual  10: 131072 op, 728000.00 ns, 5.5542 ns/op
OverheadActual  11: 131072 op, 591400.00 ns, 4.5120 ns/op
OverheadActual  12: 131072 op, 627000.00 ns, 4.7836 ns/op
OverheadActual  13: 131072 op, 791600.00 ns, 6.0394 ns/op
OverheadActual  14: 131072 op, 818800.00 ns, 6.2469 ns/op
OverheadActual  15: 131072 op, 654000.00 ns, 4.9896 ns/op
OverheadActual  16: 131072 op, 1046800.00 ns, 7.9865 ns/op
OverheadActual  17: 131072 op, 909900.00 ns, 6.9420 ns/op
OverheadActual  18: 131072 op, 577000.00 ns, 4.4022 ns/op
OverheadActual  19: 131072 op, 762600.00 ns, 5.8182 ns/op
